transaction_id,customer_id,merchant_id,amount,transaction_time,is_fraudulent,card_type,location,purchase_category,customer_age,fraud_type
443,870965,2015,4757.599,03-07-2024 16:38,0,Visa,Ahmedabad,,,phishing
528,413260,2010,,12/28/2023 20:18,1,Visa,,Digital,24,scam
298,704385,2039,5845.11,01-04-2024 10:49,0,Visa,,Digital,57,Payment card fraud
851,571515,2074,8764.32,03/16/2024 04:31,1,Rupay,Jaipur,Digital,56,Payment card fraud
90,531947,2050,1794.26,11/22/2023 08:01,0,Rupay,Hyderabad,Digital,48,Payment card fraud
1096,682151,2012,6345.48,01/14/2024 12:19,0,Visa,Mumbai,Digital,66,Identity theft
1121,568012,2070,4194.22,02/20/2024 17:17,1,Rupay,Kolkata,POS,,Identity theft
474,835621,2060,840.468,10/29/2023 21:00,0,Rupay,Kolkata,POS,25,Payment card fraud
208,571925,2081,13868.244,11-04-2023 00:50,0,MasterCard,Surat,Digital,37,phishing
985,730122,2093,8689.116,12/23/2023 11:33,0,Visa,Delhi,POS,34,
919,821872,2050,4206.492,03-10-2024 22:14,0,Visa,Hyderabad,POS,23,phishing
634,475349,2029,11183.6505,09/26/2023 01:54,0,Visa,Ahmedabad,Digital,41,Identity theft
648,863522,2019,,11/24/2023 03:48,1,Visa,Pune,Digital,56,scam
1190,,2034,7218.27,09/16/2023 04:56,0,Visa,Chennai,POS,31,Identity theft
483,653287,2061,9903.674,01/18/2024 09:56,1,Rupay,Pune,Digital,59,Payment card fraud
1000,751683,2036,7391.8,11-02-2023 15:26,0,Rupay,Kolkata,Digital,43,phishing
1100,318838,2074,7144.81,11/30/2023 16:13,0,Rupay,Bangalore,Digital,51,phishing
383,826533,2078,10711.422,10/24/2023 02:06,0,MasterCard,Kolkata,Digital,43,phishing
586,252696,2058,8045.86,03/24/2024 12:56,0,Rupay,Bangalore,Digital,36,scam
1088,686030,2063,5239.776,11-02-2023 21:00,0,Rupay,Kolkata,Digital,68,Identity theft
833,860146,2060,5608.49,11-06-2023 20:25,0,,Bangalore,Digital,20,Identity theft
552,761266,2047,1319.352,11-03-2023 22:45,,Visa,Surat,POS,,Identity theft
527,272584,2097,5149.4,11/17/2023 17:59,0,Visa,Mumbai,Digital,47,scam
,671432,2009,284.24,11/27/2023 16:56,,Rupay,Jaipur,POS,58,Malware
1040,,2043,2298.99,12/15/2023 14:22,0,Rupay,Mumbai,Digital,55,Payment card fraud
82,360153,2006,11930.028,12/21/2023 07:36,0,Rupay,Pune,Digital,22,Identity theft
254,950908,2069,784.509,10/21/2023 09:12,1,Rupay,Hyderabad,,59,Payment card fraud
477,401516,2038,740.74,09/19/2023 16:00,0,MasterCard,Delhi,Digital,61,scam
155,751731,2073,,09/28/2023 05:15,1,Visa,,POS,38,Identity theft
434,532624,2095,4054.068,09/23/2023 17:10,,Visa,Bangalore,Digital,35,scam
1185,469767,2067,341.724,02/24/2024 15:30,0,MasterCard,Ahmedabad,Digital,,phishing
1132,870595,2043,2113.77,02/23/2024 05:16,1,Rupay,,Digital,54,phishing
,765679,2009,6082.22,03-01-2024 06:18,0,Visa,Ahmedabad,Digital,43,Identity theft
309,847283,2068,7378.5,02-03-2024 12:56,0,MasterCard,Hyderabad,POS,43,phishing
573,944839,2097,9972.743,12/16/2023 19:55,0,Visa,Hyderabad,Digital,40,Malware
846,318387,2091,9056.41,12/20/2023 13:31,0,Rupay,Bangalore,Digital,69,Identity theft
1030,629666,2088,4464.449,12/25/2023 14:14,0,,Pune,POS,60,Malware
630,585823,2087,4739.31,03/17/2024 12:19,1,,Hyderabad,Digital,63,Payment card fraud
742,795469,2052,11173.14,03/29/2024 00:32,1,Rupay,Jaipur,Digital,35,Malware
756,256948,2002,6127.26,11-01-2023 20:17,1,Visa,Kolkata,POS,34,Payment card fraud
267,539639,2085,8865.852,11/13/2023 13:02,0,,Jaipur,Digital,37,Payment card fraud
226,183701,2052,4571.05,12/25/2023 20:43,0,MasterCard,Jaipur,,44,
123,335358,2050,4634.955,,,Visa,Hyderabad,Digital,,Payment card fraud
,626886,2075,9562.67,09-11-2023 07:42,1,Visa,Pune,Digital,23,scam
1116,611875,2088,2128.38,03/17/2024 11:56,0,Rupay,,Digital,24,phishing
825,354611,2037,1757.112,09/20/2023 21:19,0,Visa,Delhi,Digital,29,Malware
278,289156,2070,2687.21,03-08-2024 14:42,0,Rupay,Pune,Digital,47,phishing
471,548222,2011,12549.9165,11/18/2023 00:56,0,MasterCard,Hyderabad,Digital,45,Payment card fraud
678,559659,2078,275.004,09-03-2023 08:47,1,MasterCard,Mumbai,Digital,65,Identity theft
,626886,2075,9562.67,09-11-2023 07:42,1,Visa,Pune,Digital,23,scam
843,142190,2007,13035.66,,0,Visa,Surat,Digital,37,Malware
143,460715,2093,4871.58,01-08-2024 10:09,0,Visa,Kolkata,Digital,53,Payment card fraud
946,767090,2043,4190.835,12/23/2023 04:57,1,Rupay,,Digital,67,Payment card fraud
174,501175,2053,7457.88,03/22/2024 14:01,1,Visa,Surat,Digital,60,Identity theft
415,554435,2003,4368.49,10/27/2023 19:19,1,Visa,Kolkata,Digital,24,phishing
340,892523,2018,8809.656,02/25/2024 07:24,0,Visa,Delhi,Digital,21,Identity theft
1102,391757,2097,9662.17,02-02-2024 06:39,0,Rupay,Chennai,POS,39,Payment card fraud
618,890457,2011,8561.448,12-06-2023 12:52,1,Visa,Hyderabad,Digital,33,scam
703,129883,2021,2083.444,02-12-2024 17:46,1,MasterCard,Delhi,Digital,62,Payment card fraud
555,763253,,4218.698,,1,Visa,Surat,POS,47,Malware
147,917225,2003,9757.32,01/27/2024 21:04,0,Visa,Delhi,Digital,23,scam
827,342779,2045,4249.24,01/30/2024 13:49,0,Visa,Mumbai,Digital,22,phishing
636,968061,2073,10318.44,10-05-2023 04:06,0,Rupay,Bangalore,Digital,44,phishing
76,808569,2062,8806.79,01-02-2024 16:56,0,Rupay,Mumbai,POS,44,scam
1053,984777,2095,,01-11-2024 13:27,0,MasterCard,Hyderabad,POS,31,phishing
870,363200,2044,10181.025,01-04-2024 00:03,1,Rupay,Pune,POS,22,phishing
1145,691053,2071,6219.396,,0,MasterCard,Hyderabad,Digital,29,Malware
791,659216,2088,9552.85,03-06-2024 07:34,0,Visa,Chennai,Digital,58,
589,921770,2012,7572.096,,0,Visa,,Digital,50,Malware
986,733154,2000,10411.05,02-03-2024 04:36,0,MasterCard,Surat,Digital,31,scam
1111,371410,,5993.625,02/16/2024 23:45,0,MasterCard,Chennai,POS,32,
908,723498,2060,7630.92,03/18/2024 14:55,,Rupay,Kolkata,Digital,63,Malware
1172,633382,2014,1246.06,12/13/2023 10:40,1,Rupay,Jaipur,POS,53,scam
1151,713822,2025,266.541,02-02-2024 21:30,0,,Delhi,POS,38,Identity theft
767,537526,2008,6316.068,12-06-2023 16:21,0,Rupay,Kolkata,POS,47,phishing
732,326902,2017,6531.129,12-04-2023 20:58,0,Rupay,Ahmedabad,POS,57,Payment card fraud
475,483215,2042,7351.995,01-08-2024 05:58,1,MasterCard,Kolkata,Digital,61,phishing
883,427546,2069,438.01,01/31/2024 12:55,0,Visa,Surat,Digital,33,Malware
681,734227,2074,3698.724,,0,MasterCard,Ahmedabad,POS,20,Identity theft
1132,870595,2043,2113.77,02/23/2024 05:16,1,Rupay,,Digital,54,phishing
255,872021,,8593.464,12-08-2023 00:26,1,Rupay,Jaipur,,69,Payment card fraud
631,598064,2034,10771.299,01/25/2024 10:44,1,Rupay,Ahmedabad,POS,67,Malware
515,334207,2081,1294.755,09-03-2023 01:56,0,MasterCard,Kolkata,Digital,49,phishing
521,420861,2098,,09/16/2023 19:05,,Visa,Mumbai,Digital,61,Malware
716,481377,2005,1180.656,09-07-2023 06:53,0,Rupay,,POS,48,scam
712,368948,2046,683.23,11/26/2023 12:35,,Rupay,,Digital,46,Identity theft
542,957863,2024,3639.03,12/13/2023 02:35,0,Rupay,,Digital,19,Malware
224,766461,2008,1370.256,09/13/2023 16:20,0,,Kolkata,Digital,50,Payment card fraud
782,334606,2017,2783.58,09/25/2023 15:56,,Visa,Ahmedabad,Digital,63,Malware
1086,175489,2091,8689.868,12-06-2023 06:21,,Visa,Chennai,Digital,25,Malware
668,778215,2075,7657.848,01/25/2024 23:04,0,Visa,Bangalore,Digital,42,phishing
1158,973080,2078,163.614,02/21/2024 13:08,0,Rupay,Bangalore,POS,46,Identity theft
49,732998,2010,4992.83,10-11-2023 17:36,,MasterCard,Bangalore,Digital,27,
1189,823663,2027,4607.06,10/24/2023 14:14,0,MasterCard,Pune,Digital,45,Payment card fraud
723,625937,2037,5199.3,02-02-2024 10:58,0,Visa,Bangalore,Digital,49,scam
68,741800,2052,2535.753,,1,Visa,,POS,45,
391,800613,2081,975.26,03/24/2024 11:38,0,Visa,Mumbai,POS,31,scam
807,177882,2085,907.836,09/22/2023 07:04,0,MasterCard,,POS,42,scam
19,500558,,15926.13,03-05-2024 05:55,0,Rupay,Chennai,Digital,28,Identity theft
584,380096,2096,880.47,11/30/2023 14:37,0,Visa,Kolkata,Digital,58,Identity theft
694,686439,2014,3609.024,02-08-2024 10:18,0,MasterCard,Bangalore,Digital,44,Identity theft
53,105140,2020,4072.97,10-10-2023 12:28,0,Rupay,Pune,POS,61,Identity theft
687,291122,2097,5429.95,09/13/2023 21:24,0,Rupay,Delhi,Digital,22,Identity theft
738,505308,,8088.7785,09/20/2023 00:08,0,MasterCard,Ahmedabad,POS,65,phishing
1078,397902,2030,2756.49,01-01-2024 09:11,0,Visa,Hyderabad,Digital,49,
1177,144955,2014,5203.71,02/20/2024 10:38,0,Visa,Jaipur,POS,47,Malware
172,189802,2058,7068.842,12-07-2023 21:28,0,Visa,Mumbai,Digital,30,phishing
667,836721,2028,1727.505,03/25/2024 05:15,0,Visa,Jaipur,Digital,19,scam
514,275883,2049,5458.21,12/22/2023 22:27,0,Visa,Hyderabad,POS,19,Payment card fraud
,645180,2024,9635.77,11/26/2023 20:37,1,Rupay,Chennai,POS,20,Payment card fraud
255,872021,,8593.464,12-08-2023 00:26,1,Rupay,Jaipur,,69,Payment card fraud
,668386,2036,843.964,02/13/2024 10:14,1,Rupay,Jaipur,Digital,19,Payment card fraud
547,421487,2087,768.669,09/15/2023 15:24,1,Rupay,Hyderabad,Digital,35,scam
544,177626,2010,9850.65,02/16/2024 11:24,0,MasterCard,Surat,Digital,56,Identity theft
481,434301,2087,7452.72,02/18/2024 03:53,0,Rupay,Delhi,Digital,62,Identity theft
489,190650,2003,940.4505,11/23/2023 00:18,0,Visa,Hyderabad,POS,29,Payment card fraud
428,765424,2033,10087.236,01-07-2024 18:12,0,Rupay,Mumbai,POS,59,Payment card fraud
128,882252,2029,15176.6175,12-09-2023 23:39,0,Visa,Mumbai,POS,20,phishing
319,197948,2072,12709.23,01-05-2024 05:57,0,Visa,Bangalore,Digital,51,Payment card fraud
76,808569,2062,8806.79,01-02-2024 16:56,0,Rupay,Mumbai,POS,44,scam
420,251750,2081,9983.56,03/26/2024 08:08,,MasterCard,Mumbai,POS,,Identity theft
378,104956,2025,10959.883,09-02-2023 08:19,0,Rupay,Pune,Digital,61,phishing
717,715380,2018,9100.79,09/24/2023 15:18,0,Visa,Hyderabad,POS,,phishing
,921863,2088,774.27,03-08-2024 05:00,,Visa,Pune,Digital,36,phishing
32,470802,2059,7361.332,03/15/2024 19:46,1,MasterCard,Hyderabad,Digital,46,Identity theft
546,507697,2097,384.384,01/30/2024 22:52,0,Visa,Kolkata,Digital,43,Payment card fraud
767,537526,2008,6316.068,12-06-2023 16:21,0,Rupay,Kolkata,POS,47,phishing
,602861,2035,,03-08-2024 08:17,0,MasterCard,Ahmedabad,POS,51,Identity theft
1152,995309,,2124.3255,09-03-2023 04:13,0,,Pune,POS,51,phishing
727,252495,2034,6039.14,10-04-2023 08:27,0,Visa,Jaipur,Digital,,phishing
559,641636,2076,6308.556,10-01-2023 07:32,1,MasterCard,Surat,POS,25,Payment card fraud
505,,2053,3820.68,11/22/2023 05:36,0,Rupay,Hyderabad,Digital,52,Payment card fraud
616,741542,2076,3385.32,02/23/2024 17:53,0,Visa,Surat,POS,47,Payment card fraud
51,488045,2000,1407.58,11/22/2023 09:30,1,Visa,Kolkata,POS,59,phishing
334,629068,2002,2041.05,01-05-2024 03:59,0,,Chennai,Digital,65,Identity theft
404,590079,2044,5508.404,12-05-2023 18:52,,MasterCard,Ahmedabad,POS,37,phishing
174,501175,2053,7457.88,03/22/2024 14:01,1,Visa,Surat,Digital,60,Identity theft
548,350280,2078,,01/24/2024 05:30,1,Rupay,Pune,Digital,38,phishing
8,266812,2094,9396.354,09-08-2023 01:13,0,,Mumbai,POS,49,Payment card fraud
,474567,2024,7927.47,11/22/2023 00:52,0,Rupay,Chennai,POS,53,scam
968,239244,2039,8634.915,01-02-2024 04:03,,Rupay,Pune,Digital,54,Identity theft
4,976547,,2782.965,02-01-2024 00:58,0,Rupay,Hyderabad,Digital,62,Payment card fraud
905,674531,2084,2375.61,10/26/2023 00:25,0,MasterCard,Delhi,Digital,30,Malware
597,838120,2037,192.984,03/23/2024 19:22,0,Rupay,Bangalore,Digital,25,Malware
893,127908,2073,10517.529,09/27/2023 22:52,1,MasterCard,Surat,POS,42,Malware
747,481813,2049,3650.44,12-01-2023 16:20,0,Rupay,Pune,Digital,18,scam
82,360153,2006,11930.028,12/21/2023 07:36,0,Rupay,Pune,Digital,22,Identity theft
144,786553,,2131.884,01-07-2024 19:34,1,Visa,,Digital,38,Payment card fraud
,360508,2016,11409.336,01/28/2024 20:15,0,MasterCard,Chennai,Digital,20,scam
433,532926,2031,4019.664,01/15/2024 12:32,1,Rupay,Surat,Digital,53,Identity theft
428,765424,2033,10087.236,01-07-2024 18:12,0,Rupay,Mumbai,POS,59,Payment card fraud
172,189802,2058,7068.842,12-07-2023 21:28,0,Visa,Mumbai,Digital,30,phishing
236,938522,2095,5545.8,,0,MasterCard,Mumbai,POS,25,Malware
1150,,2092,3747.249,11/23/2023 20:10,0,,Jaipur,POS,40,
384,779070,2006,,09/25/2023 20:14,0,MasterCard,Kolkata,POS,38,Identity theft
47,685070,2040,4727.412,03/15/2024 20:44,,Visa,Ahmedabad,Digital,68,phishing
755,179453,2059,3001.755,11-05-2023 01:54,,MasterCard,Chennai,Digital,62,Payment card fraud
435,692444,2098,372.792,02/22/2024 10:34,,MasterCard,Kolkata,,,phishing
82,360153,2006,11930.028,12/21/2023 07:36,0,Rupay,Pune,Digital,22,Identity theft
19,500558,,15926.13,03-05-2024 05:55,0,Rupay,Chennai,Digital,28,Identity theft
1198,175115,2076,625.55,02/15/2024 21:02,0,Visa,Jaipur,POS,42,Malware
706,669685,2066,13127.4825,03/17/2024 05:09,1,MasterCard,Surat,POS,41,phishing
1137,786762,2077,5972.325,02/13/2024 00:06,0,Visa,Ahmedabad,POS,64,Payment card fraud
284,756791,2091,6265.4,12-08-2023 08:15,0,MasterCard,Ahmedabad,Digital,41,scam
1108,162211,2012,7829.15,12/27/2023 11:27,0,Visa,Chennai,POS,62,Identity theft
955,171627,2059,3784.53,03/31/2024 16:47,1,Rupay,,Digital,44,Payment card fraud
737,,2059,4651.068,03/16/2024 06:09,1,Visa,Jaipur,Digital,42,scam
44,344280,2028,7308.708,03/19/2024 17:18,0,Rupay,Chennai,POS,55,scam
1109,824903,2022,6459.28,12/17/2023 13:42,,MasterCard,Delhi,Digital,19,Malware
613,287626,2099,4332.108,09-03-2023 18:12,0,MasterCard,Mumbai,Digital,60,Payment card fraud
815,189974,2001,180.972,01/21/2024 18:42,,MasterCard,Jaipur,POS,,phishing
1113,565356,2087,9052.182,01/17/2024 23:27,0,Visa,Surat,Digital,46,phishing
,873504,2014,14463.135,12/14/2023 03:55,0,MasterCard,Pune,,24,phishing
378,104956,2025,10959.883,09-02-2023 08:19,0,Rupay,Pune,Digital,61,phishing
159,730031,2086,1657.062,03-07-2024 10:28,0,,Jaipur,Digital,,Malware
930,852978,,10272.1905,09/21/2023 00:27,0,Visa,Hyderabad,Digital,28,Payment card fraud
1090,323240,2062,5706.465,02/23/2024 00:32,1,MasterCard,Bangalore,Digital,54,Payment card fraud
623,757463,2045,5268.03,03-04-2024 01:05,0,Visa,Pune,Digital,65,Identity theft
111,196434,2019,,09-03-2023 19:59,0,Visa,,Digital,19,phishing
836,140241,2008,,10-06-2023 11:39,1,Visa,Chennai,,22,
,542288,2003,2893.418,11-07-2023 22:34,0,MasterCard,Hyderabad,Digital,35,scam
71,335778,,7821.96,10-08-2023 23:29,1,Rupay,Hyderabad,POS,37,scam
260,287660,2037,464.65,11-04-2023 10:02,1,MasterCard,,Digital,,
816,531198,2096,7017.076,02/15/2024 07:07,0,MasterCard,Pune,Digital,68,Malware
635,383679,2070,4927.17,03-04-2024 05:42,0,MasterCard,Ahmedabad,Digital,35,phishing
368,997041,2058,11432.79,01/15/2024 05:19,1,MasterCard,Bangalore,POS,69,
816,531198,2096,7017.076,02/15/2024 07:07,0,MasterCard,Pune,Digital,68,Malware
913,200781,2091,,01-09-2024 07:57,0,Rupay,Surat,Digital,,Malware
581,236782,2079,1563.44,11/26/2023 10:38,0,Rupay,Pune,,59,scam
62,108281,2054,4166.85,03/18/2024 23:20,0,MasterCard,Pune,Digital,19,scam
1054,,2004,2457.22,10/17/2023 16:25,0,Rupay,Ahmedabad,POS,27,Payment card fraud
1091,518310,2072,17356.644,02-04-2024 03:52,0,MasterCard,Kolkata,POS,38,scam
122,791029,2086,6116.363,09-07-2023 10:01,0,Rupay,Pune,POS,56,phishing
1102,391757,2097,9662.17,02-02-2024 06:39,0,Rupay,Chennai,POS,39,Payment card fraud
252,177561,2036,10535.019,09-09-2023 04:42,1,Rupay,Delhi,Digital,40,
139,395601,,12103.44,12/18/2023 04:29,1,Rupay,Hyderabad,Digital,48,scam
1149,165965,2027,5732.985,12/31/2023 01:39,1,MasterCard,Surat,POS,24,Malware
635,383679,2070,4927.17,03-04-2024 05:42,0,MasterCard,Ahmedabad,Digital,35,phishing
278,289156,2070,2687.21,03-08-2024 14:42,0,Rupay,Pune,Digital,47,phishing
529,692974,2055,6929.16,10-01-2023 23:45,1,,Chennai,Digital,23,Malware
79,582477,2074,3277.12,11/26/2023 06:56,0,Rupay,Ahmedabad,Digital,59,
136,487524,2018,4220.92,02-07-2024 20:21,0,,Hyderabad,,19,scam
950,319698,2036,7678.473,10-01-2023 05:03,1,Rupay,Surat,Digital,34,Identity theft
334,629068,2002,2041.05,01-05-2024 03:59,0,,Chennai,Digital,65,Identity theft
893,127908,2073,10517.529,09/27/2023 22:52,1,MasterCard,Surat,POS,42,Malware
925,308283,2078,4452.47,09-10-2023 18:00,0,Visa,Hyderabad,Digital,21,Payment card fraud
654,943925,2016,8684.555,01/19/2024 16:22,1,MasterCard,Kolkata,POS,40,Malware
318,622573,2097,9482.693,02/16/2024 12:56,0,MasterCard,Jaipur,Digital,35,Payment card fraud
241,639470,2039,4782.45,09/16/2023 05:50,1,MasterCard,Delhi,POS,24,Identity theft
371,668461,2046,2477.616,09-11-2023 20:14,,MasterCard,Bangalore,Digital,33,Malware
1070,423296,2090,84.711,10/29/2023 05:19,1,Visa,,Digital,60,scam
702,106082,2083,10714.092,11/15/2023 14:44,0,Rupay,Delhi,Digital,,Malware
903,339392,2048,3436.85,,0,MasterCard,Kolkata,Digital,36,phishing
8,266812,2094,9396.354,09-08-2023 01:13,0,,Mumbai,POS,49,Payment card fraud
499,112103,2089,10693.595,12/30/2023 12:38,1,Rupay,Mumbai,POS,21,phishing
627,383089,2097,,,1,MasterCard,Hyderabad,Digital,19,Identity theft
1029,125591,2097,1279.3605,12/15/2023 02:24,1,Rupay,Kolkata,Digital,67,scam
229,756622,2085,5398.8,,0,Visa,Bangalore,POS,,Identity theft
477,401516,2038,740.74,09/19/2023 16:00,0,MasterCard,Delhi,Digital,61,scam
,360508,2016,11409.336,01/28/2024 20:15,0,MasterCard,Chennai,Digital,20,scam
147,917225,2003,9757.32,01/27/2024 21:04,0,Visa,Delhi,Digital,23,scam
765,686350,2083,3763.826,10-12-2023 11:03,1,Visa,Chennai,Digital,39,scam
387,218615,2071,123.03,,0,MasterCard,Ahmedabad,Digital,48,phishing
1107,389653,2081,1208.218,01/17/2024 11:55,1,MasterCard,Pune,Digital,29,Malware
599,743175,2006,6357.156,01-05-2024 18:43,1,Visa,Pune,,59,Identity theft
1054,,2004,2457.22,10/17/2023 16:25,0,Rupay,Ahmedabad,POS,27,Payment card fraud
420,251750,2081,9983.56,03/26/2024 08:08,,MasterCard,Mumbai,POS,,Identity theft
524,420631,2072,,02-04-2024 03:15,0,Rupay,Pune,POS,42,
333,173749,2034,2027.892,11/13/2023 20:38,1,,Mumbai,Digital,54,scam
409,756370,2039,8509.716,11-10-2023 10:37,1,Visa,Kolkata,POS,54,phishing
509,525337,2008,1430.34,01/16/2024 19:28,1,MasterCard,Kolkata,POS,58,scam
1182,479678,2018,7778.712,09-05-2023 14:27,1,,Delhi,Digital,54,scam
665,771327,2063,4218.489,01/29/2024 15:08,0,Rupay,Delhi,Digital,32,Payment card fraud
322,954928,2072,8318.937,11/25/2023 07:57,1,MasterCard,Jaipur,POS,,Payment card fraud
,796583,2082,794.175,02-06-2024 00:09,1,Rupay,Jaipur,Digital,19,Payment card fraud
1146,,2047,2712.55,,,Rupay,Delhi,POS,60,Payment card fraud
694,686439,2014,3609.024,02-08-2024 10:18,0,MasterCard,Bangalore,Digital,44,Identity theft
533,721021,2008,2885.608,11-05-2023 13:50,,,Mumbai,POS,43,scam
,869948,2013,669.62,11/30/2023 17:50,0,MasterCard,Kolkata,Digital,54,Identity theft
1004,317669,2027,12451.9065,11/27/2023 00:06,0,Rupay,Surat,POS,37,scam
27,365016,2012,2406.86,,0,MasterCard,,Digital,39,Identity theft
,558780,2043,,11/30/2023 15:21,0,Rupay,Pune,POS,59,Payment card fraud
119,784722,2095,4360.032,02/14/2024 15:03,0,Rupay,Mumbai,POS,52,scam
178,372411,2091,11727.87,10/20/2023 04:53,0,Visa,Jaipur,,55,phishing
66,906548,2046,2938.62,03/14/2024 02:12,,MasterCard,Hyderabad,Digital,33,scam
756,256948,2002,6127.26,11-01-2023 20:17,1,Visa,Kolkata,POS,34,Payment card fraud
77,605173,2024,,10-08-2023 09:53,0,Visa,Pune,POS,43,phishing
967,189785,2064,12634.1325,12/31/2023 00:24,,Rupay,Chennai,POS,18,Payment card fraud
,904905,2024,2692.55,01/26/2024 10:33,0,MasterCard,Surat,Digital,22,Identity theft
183,288871,2087,6965.6,11/14/2023 18:45,0,MasterCard,Kolkata,POS,28,phishing
16,441188,2010,10468.106,02/14/2024 06:29,0,MasterCard,Jaipur,,56,Identity theft
174,501175,2053,7457.88,03/22/2024 14:01,1,Visa,Surat,Digital,60,Identity theft
798,618933,2087,9086.64,02-01-2024 05:07,,MasterCard,Jaipur,Digital,22,Payment card fraud
839,649917,2094,5193.372,09-03-2023 13:41,1,Visa,Chennai,Digital,50,Malware
399,309168,2013,10898.46,,0,Visa,Delhi,POS,50,Payment card fraud
973,574839,2022,7292.241,02/28/2024 01:57,0,MasterCard,Surat,POS,32,scam
,688571,2097,3618.744,,0,Rupay,Hyderabad,Digital,,phishing
816,531198,2096,7017.076,02/15/2024 07:07,0,MasterCard,Pune,Digital,68,Malware
1129,601567,,6794.24,02/15/2024 19:58,0,,,Digital,44,phishing
1013,366604,,4105.05,11-10-2023 15:25,0,Visa,Hyderabad,POS,48,Malware
26,491228,2089,3566.54,02-11-2024 12:43,0,Visa,Ahmedabad,POS,19,scam
1131,940740,2034,4482.375,03-03-2024 02:52,1,MasterCard,Chennai,POS,41,phishing
457,459434,2067,1631.14,,0,MasterCard,Ahmedabad,Digital,67,phishing
813,435873,2031,4016.21,10-11-2023 15:57,0,Rupay,Kolkata,Digital,20,Malware
673,139879,2006,12885.75,03-10-2024 03:05,1,Rupay,Ahmedabad,Digital,52,phishing
925,308283,2078,4452.47,09-10-2023 18:00,0,Visa,Hyderabad,Digital,21,Payment card fraud
789,521192,2010,3753.912,01/31/2024 08:24,0,MasterCard,Mumbai,Digital,,Payment card fraud
830,111928,2043,6951.768,02/13/2024 06:02,,Visa,Surat,Digital,56,scam
8,266812,2094,9396.354,09-08-2023 01:13,0,,Mumbai,POS,49,Payment card fraud
256,847573,,1544.18,03-05-2024 21:15,1,Visa,Pune,Digital,42,Identity theft
613,287626,2099,4332.108,09-03-2023 18:12,0,MasterCard,Mumbai,Digital,60,Payment card fraud
,715064,2038,348.852,02/26/2024 19:30,1,MasterCard,Bangalore,POS,46,phishing
691,121744,2098,,12/24/2023 00:41,1,Rupay,Kolkata,Digital,21,Malware
488,267128,2051,16868.484,12/27/2023 02:07,1,MasterCard,Delhi,Digital,67,Payment card fraud
468,229566,2048,14960.9295,01/14/2024 00:26,0,MasterCard,Jaipur,POS,,Payment card fraud
266,617700,2086,9567.19,11/19/2023 17:24,0,Rupay,Bangalore,POS,54,Malware
1102,391757,2097,9662.17,02-02-2024 06:39,0,Rupay,Chennai,POS,39,Payment card fraud
,485050,2086,,03/28/2024 06:23,0,Rupay,Surat,,45,Identity theft
742,795469,2052,11173.14,03/29/2024 00:32,1,Rupay,Jaipur,Digital,35,Malware
964,846241,2065,9808.36,09/13/2023 17:37,1,MasterCard,Jaipur,Digital,23,phishing
,559002,2067,9713.1375,02-03-2024 02:15,1,Rupay,Ahmedabad,POS,69,phishing
499,112103,2089,10693.595,12/30/2023 12:38,1,Rupay,Mumbai,POS,21,phishing
422,877296,2015,6443.52,01-01-2024 06:35,0,Visa,,POS,,phishing
1066,588012,,6314.1,11/26/2023 15:31,,Visa,Chennai,POS,56,phishing
138,,2000,9555.876,02/26/2024 22:54,,Rupay,Pune,POS,55,scam
1013,366604,,4105.05,11-10-2023 15:25,0,Visa,Hyderabad,POS,48,Malware
376,249752,2016,5563.368,,0,MasterCard,Mumbai,Digital,38,phishing
342,,2058,7108.752,02-08-2024 12:53,0,MasterCard,Delhi,Digital,67,phishing
1101,285309,2067,6680.53,09/25/2023 20:34,0,Visa,,Digital,,phishing
1050,792636,2000,,03/21/2024 02:03,0,Rupay,Surat,Digital,54,phishing
1111,371410,,5993.625,02/16/2024 23:45,0,MasterCard,Chennai,POS,32,
1190,,2034,7218.27,09/16/2023 04:56,0,Visa,Chennai,POS,31,Identity theft
876,,2092,6898.33,03/20/2024 22:21,,Rupay,Kolkata,Digital,35,Identity theft
400,105287,2030,7458.946,02-08-2024 20:17,,MasterCard,Surat,,,Malware
604,528632,2022,1914.75,12/30/2023 18:02,0,Visa,Kolkata,Digital,22,scam
174,501175,2053,7457.88,03/22/2024 14:01,1,Visa,Surat,Digital,60,Identity theft
1028,545113,2042,549.75,09-03-2023 22:50,0,MasterCard,Pune,POS,46,Payment card fraud
187,899885,2015,1257.78,10-12-2023 19:11,0,MasterCard,Jaipur,POS,24,phishing
352,359268,2079,157.135,09/24/2023 13:14,0,MasterCard,Delhi,POS,42,Identity theft
73,423573,2025,,12-11-2023 18:11,0,Rupay,Bangalore,Digital,44,Malware
90,531947,2050,1794.26,11/22/2023 08:01,0,Rupay,Hyderabad,Digital,48,Payment card fraud
913,200781,2091,,01-09-2024 07:57,0,Rupay,Surat,Digital,,Malware
491,,2071,3166.284,12-10-2023 10:11,0,MasterCard,Mumbai,Digital,20,Malware
161,302810,2091,1092.465,01/23/2024 05:52,0,,Jaipur,,25,phishing
903,339392,2048,3436.85,,0,MasterCard,Kolkata,Digital,36,phishing
586,252696,2058,8045.86,03/24/2024 12:56,0,Rupay,Bangalore,Digital,36,scam
131,665060,2044,,03-04-2024 23:16,0,Rupay,Bangalore,Digital,35,Identity theft
814,292494,2096,7148.304,03/26/2024 16:38,0,Visa,Chennai,POS,,Malware
